loss,mae,psnr,ssim,accuracy,val_loss,val_mae,val_psnr,val_ssim,val_accuracy,lap_var_in,lap_var_out,lap_var_delta,grad_mean_in,grad_mean_out,grad_mean_delta,intensity_in,intensity_out,intensity_delta,val_lap_var_in,val_lap_var_out,val_lap_var_delta,val_grad_mean_in,val_grad_mean_out,val_grad_mean_delta,val_intensity_in,val_intensity_out,val_intensity_delta
0.09435210202861091,0.051577243059063735,22.94625249945599,0.7603587681832521,0.642394365678015,0.07278123646974563,0.0385695036014785,24.84131094891092,0.8096863181694695,0.7607319945874421,0.0003880897254020965,0.00044268462770560293,5.4594902303506386e-05,0.019791749212890862,0.025060611218214034,0.005268862005323172,0.3210279241204262,0.29175407588481905,-0.029273848235607147,0.0008301273657707498,0.0007580520585179328,-7.207530725281686e-05,0.027109732292592524,0.030305984243750573,0.0031962519511580466,0.2949285447597504,0.2860930606722832,-0.008835484087467194
0.09143034503187822,0.049008916152398226,23.25972145329351,0.7634111642837524,0.662956382949715,0.0727586924381878,0.03818283600975638,25.0085647251295,0.8080601702565732,0.7745796188064243,0.0004021542546979617,0.0004928300659230445,9.067581122508272e-05,0.01837276304140687,0.023918408853933214,0.005545645812526345,0.2720600187778473,0.2888632729649544,0.016803254187107087,0.0008301273657707498,0.0009975193868740461,0.00016739202110329642,0.027109732292592524,0.034273501858115195,0.007163769565522671,0.2949285447597504,0.29812613129615784,0.0031975865364074706
0.08924146150441273,0.04742483639198801,23.48927418667337,0.7672283255535624,0.68087708444699,0.07923531062577081,0.04480290186146031,23.779928406425146,0.8054604633994724,0.698721178199934,0.00025613786092435473,0.00040255301573779436,0.00014641515481343957,0.01896350854076445,0.024700869992375373,0.005737361451610923,0.3004312768578529,0.307903590798378,0.007472313940525055,0.0008301273657707498,0.0009284197672968731,9.829240152612329e-05,0.027109732292592524,0.032436123304069045,0.0053263910114765166,0.2949285447597504,0.2585838049650192,-0.03634473979473114
0.0910818180150312,0.04895705147443906,23.30600562510283,0.7649205852461898,0.6613376617755579,0.07235078759815382,0.038019039449484454,25.07332058782163,0.8093624099441197,0.7783020195753678,0.00021644481157636619,0.0003220631974727439,0.00010561838589637774,0.0167443485930562,0.021600982267409564,0.004856633674353361,0.29674758613109586,0.2828628897666931,-0.01388469636440277,0.0008301273657707498,0.0009861317463219165,0.00015600438055116684,0.027109732292592524,0.03313504327088594,0.006025310978293419,0.2949285447597504,0.2972647279500961,0.0023361831903457642
0.08918524972446587,0.04718209366597559,23.501073462030163,0.7664175671079885,0.6821348948161239,0.07631005333817524,0.04179032945438572,24.580628834600034,0.8065331034038378,0.733579044756682,0.0010578163943137041,0.0006213027110788972,-0.0004365136832348071,0.0225338757969439,0.02591718304902315,0.0033833072520792484,0.3301758259534836,0.33746116757392886,0.0072853416204452515,0.0008301273657707498,0.0009947085258318112,0.00016458116006106137,0.027109732292592524,0.03296119663864374,0.005851464346051216,0.2949285447597504,0.2759345769882202,-0.018993967771530153
0.08734994755814905,0.045773367725474676,23.668360486237898,0.7692557660133942,0.695048011029544,0.0717335518611514,0.03767652882506018,24.975995320859163,0.810909278496452,0.7681672324304996,0.0006662719348241808,0.0005615314657916315,-0.0001047404690325493,0.021992716006934643,0.026328388415277005,0.004335672408342361,0.3062687575817108,0.3102885350584984,0.004019777476787567,0.0008301273657707498,0.0009201211927575059,8.999382698675618e-05,0.027109732292592524,0.03212787508964539,0.00501814279705286,0.2949285447597504,0.28471948206424713,-0.010209062695503235
0.08821059884908407,0.04643362601814063,23.57097995177559,0.7679224198279173,0.6882050735147103,0.0715196012802746,0.03737825038640395,24.971577105314836,0.8106359792792279,0.7712767756503561,0.00016945938868957456,0.00026155224622925743,9.209285753968288e-05,0.016428808262571693,0.020764087419956924,0.00433527915738523,0.29588880836963655,0.30147436410188677,0.0055855557322502134,0.0008301273657707498,0.0011790643024141901,0.00034893693664344027,0.027109732292592524,0.03582511134445667,0.008715379051864147,0.2949285447597504,0.2819294944405556,-0.012999050319194794
0.08676669171646885,0.04558139508590102,23.73892841546432,0.771308190278385,0.698509727742361,0.07196063298894012,0.03779968910891077,24.992247739045517,0.8103264964145163,0.7747539354407269,0.0008194784481020178,0.0005724552240280901,-0.00024702322407392784,0.02332404563203454,0.024596308544278144,0.0012722629122436046,0.34978665560483935,0.3316262662410736,-0.018160389363765718,0.0008301273657707498,0.0010764708946226164,0.0002463435288518667,0.027109732292592524,0.033933881856501105,0.006824149563908577,0.2949285447597504,0.28848315626382826,-0.006445388495922089
0.08607818115826534,0.044392033330286323,23.833242366624916,0.7693993968808133,0.7076827387446942,0.07156681927001994,0.037570448640895926,24.909218249113664,0.8112666622452114,0.7716200346532075,0.0007575623545562849,0.0004487469581363257,-0.00030881539641995913,0.022873180452734232,0.025145787931978702,0.0022726074792444708,0.35568004548549653,0.34400357902050016,-0.011676466464996338,0.0008301273657707498,0.000990803244349081,0.00016067587857833133,0.027109732292592524,0.03297826796770096,0.005868535675108433,0.2949285447597504,0.27936399132013323,-0.015564553439617157
0.08866070957611437,0.046756288514513036,23.551306314053743,0.7671244143143944,0.6855058764309987,0.07312299094122389,0.038859096137077914,25.043409264605977,0.8092811356420102,0.7651765191036722,0.0003525710704707308,0.0004763098346302286,0.0001237387641594978,0.01995793655514717,0.024097735062241554,0.004139798507094383,0.31336292922496795,0.3240219667553902,0.010659037530422211,0.0008301273657707498,0.001028587370819878,0.00019846000504912807,0.027109732292592524,0.03306139186024666,0.005951659567654133,0.2949285447597504,0.30682105720043185,0.011892512440681458
